x,y,z,color
-0.17626466475840996, -0.5401763165365666, -0.28128599981005775, 0
-0.19013498989476868, -0.5354783217675188, -0.38014811291810885, 0
-0.2136239037488799, -0.609091020430524, -0.42451229770392607, 0
-0.15316753993736995, -0.5359030944445435, -0.3700908335188402, 1
-0.05884685473162232, -0.6248494619386725, -0.2747095292896403, 0
-0.0026373676471783958, -0.5457218862985069, -0.23422830770064537, 0
0.03045902604751141, -0.5174846189413613, -0.2199315001331716, -1
0.0016748236711804643, -0.4242300866740681, -0.31513438399398797, 0
-0.032436854092447856, -0.3420305336915641, -0.3161971658552213, 0
0.050560431967554706, -0.38065969735561755, -0.259121763232357, 0
-0.004782095281958214, -0.38134947056620594, -0.33938289280542505, -1
-0.07399041080007329, -0.3495990574132986, -0.29812784807142867, 0
-0.04145635180336679, -0.267758654861977, -0.3390964505004854, 0
-0.10422745542018663, -0.20497176151517216, -0.36852210598534246, 0
-0.023455258397086176, -0.16837997015355227, -0.3051099370755694, 0
-0.11907388278950547, -0.17187250562749812, -0.33821673620932813, 0
-0.18646608292171657, -0.1400037840771037, -0.3654307428813982, 1
-0.1369668861591199, -0.1186719625889557, -0.2779429946924602, 0
-0.11143348750747545, -0.20750095996091406, -0.2648419483272159, 0
-0.09148644848909492, -0.11493832904804133, -0.1865090659338152, 0
0.0020111888209816547, -0.19036402427087623, -0.2531467157711152, 0
-0.008214594132199826, -0.16514727139836527, -0.30229315982255583, 0
-0.07030218795559147, -0.19420184940855834, -0.20237816469495415, 0
-0.06702424984205468, -0.1781176074599193, -0.2754925307013668, 0
-0.16409056253656173, -0.24066804600065642, -0.23032478167605028, 0
-0.07631468822170054, -0.2211113593942208, -0.22057541288522758, 0
-0.0518608981355327, -0.13018317219628078, -0.23307708472113714, 0
-0.05413178924669884, -0.09840984992118454, -0.30714089240077463, 0
-0.07181510951068514, -0.16300810206940786, -0.26253833975283103, -1
-0.1648661379985636, -0.16794017214225962, -0.29072998512628767, 0
-0.06859901258077483, -0.24325573852233381, -0.35850073693331463, 0
-0.14298818472454625, -0.20168822508710696, -0.3677562832147868, 0
-0.1031100080555147, -0.12532629141785295, -0.42381633675832375, 0
-0.15442569304550388, -0.22492459497873013, -0.3827735427986862, 0
-0.10180797500148894, -0.169210568891178, -0.38784049066445525, 0
-0.05219464167286994, -0.1279808783908774, -0.44875375148801666, 1
0.043255239251191624, -0.22197886185446766, -0.42639920744205284, 0
0.12980664728510716, -0.2992000094083205, -0.3970695003061859, 0
0.07762042731799994, -0.23835290904076065, -0.4672881246869247, 0
-0.001474179463799269, -0.317348099592487, -0.5379981349696265, 1
0.02458590284745779, -0.37242710669541484, -0.4483760701128572, 0
0.10299281911885116, -0.35376048758919754, -0.3854638873372457, 0
0.07493616039598092, -0.2941685254757693, -0.3637992257601853, 0
0.09590591881254906, -0.27108449056422135, -0.36759238868680594, 0
0.07618809641720262, -0.36373533800207775, -0.337836846795481, 0
0.05190411910924382, -0.38479784765069647, -0.36752140203091027, 0
0.0854420365992964, -0.4399536965454859, -0.42631481268271354, 0
0.043684519331144776, -0.35960742971254744, -0.35618942586987723, 0
0.14023576214600456, -0.3179425421899972, -0.2800871246289909, 0
0.1765472809396597, -0.23171543673611505, -0.21020318825919326, 0
0.18451695110063854, -0.22573121557902892, -0.18640812068444096, -1
0.1095221523589744, -0.16935165816088243, -0.15952864890945573, 0
0.19683403723718534, -0.20529616781822485, -0.08862169633625258, 0
0.21246419529047259, -0.1571512045270834, -0.01235318194017021, 0
0.24339893812668426, -0.1533091029826092, 0.02027770478054755, 0
0.2316923663056913, -0.21312831569710067, -0.020427485322805194, 0
0.22621702994681914, -0.13105008031822274, 0.0037745039457278556, 0
0.20636183720361734, -0.12286196770449269, -0.021323137041827464, 0
0.14453606986842055, -0.19167151338236943, -0.08086043951617913, 0
0.1091618630038004, -0.23487657289607772, -0.12991622171980227, 0
0.1350910441934986, -0.2200264685795117, -0.18418517761797323, 0
0.16144984354688663, -0.2613201377707106, -0.1347761138778265, -1
0.07636221914054839, -0.3471694476760426, -0.0875773471438909, 0
0.16331955313532695, -0.2931561786053219, -0.11958895784452207, 0
0.255240820195697, -0.35885175041806067, -0.19353828808796542, 0
0.23164401888415778, -0.45645601628676874, -0.23830589478691105, 0
0.2659097536095375, -0.38768976774994757, -0.1610837385827438, 0
0.20744373041456649, -0.4383597078187403, -0.0635184854524578, 0
0.18393387080445228, -0.36514229048920793, -0.0005453280425926632, -1
0.1915280055097138, -0.46473459703005066, -0.0494428601082787, 0
0.22944124019664838, -0.5278248639457158, 0.04610892971025976, 0
0.3240041675730231, -0.5830224678585391, 0.006403097192207802, 0
0.41970024816035834, -0.5878172420984367, -0.047631654898270814, 0
0.3752209442183779, -0.6144350076417795, -0.11178302738491337, -1
0.308993122985615, -0.6024765792844644, -0.1753555228209575, 0
0.23118251875498758, -0.6224112562736696, -0.20894198375856504, -1
0.27330113135468614, -0.6593630267811216, -0.25199871859536177, 0
0.2516823225409629, -0.7300871034137193, -0.2624052325354128, 0
0.24268451751321093, -0.68436530917988, -0.3147023993134417, 0
0.2585073712012988, -0.6213078159652754, -0.2212304114558701, 0
0.3119413536344291, -0.7029855999380737, -0.23981864885789, 0
0.3773676599120098, -0.67641237347317, -0.33755967642453677, 0
0.37356111606213466, -0.7185739803914476, -0.367373945339511, 0
0.30933394097136, -0.6202783683171021, -0.4224356834724615, 0
0.38670712257777823, -0.6617730055709453, -0.41571628593330834, 0
0.37140651220414445, -0.6289583101839762, -0.4179857641016115, 0
0.3846320368724055, -0.6157783249635336, -0.45620142730951657, 0
0.33713185380071986, -0.6400142416372863, -0.5329383794520255, 0
0.35518827507565465, -0.6601914140762816, -0.48528054691046063, 0
0.2982417042106434, -0.7419176501296658, -0.4173524570057207, 0
0.3488575008183623, -0.7950549788926529, -0.3980138792855824, 0
0.31715685539993876, -0.7978623367812328, -0.48981228321462983, 0
0.34648831049714796, -0.88734692940565, -0.4316283987305008, 0
0.25406175288706506, -0.8061677305485576, -0.47743713634798296, 0
0.26770772402677023, -0.7235223310698946, -0.46736271680187824, 0
0.17140509477966726, -0.6373743324006216, -0.37889820550970676, 0
0.2621078275322878, -0.6553891264053964, -0.32501852543468757, 0
0.30175928807701236, -0.5874646494150922, -0.2959118391092186, 0
0.278739502436732, -0.6655663694300085, -0.3438515824721162, 0
0.3205848487218903, -0.5792096335652978, -0.39840937755192757, 0
0.41083583907477705, -0.6081909597252143, -0.3398336730621758, 0
0.3893938034485871, -0.5608202074936373, -0.3480374547660806, 1
0.4256621134854753, -0.4838754590152586, -0.37005325654656834, 0
0.4617804429616448, -0.4759246147470148, -0.3130808673008598, 0
0.4553089180592824, -0.478815214655291, -0.31590478256936144, 0
0.48324829084326604, -0.5189633280494421, -0.2657478839920294, -1
0.5669479359451743, -0.46823166569369296, -0.2460476449561741, 0
0.6056054268195123, -0.40283438375175873, -0.22874939680713835, 0
0.6143985471018534, -0.37074232967627363, -0.2771633310247113, -1
0.7067577640110339, -0.3440307764723113, -0.3604169352604637, 0
0.7903161004474956, -0.2756780685736138, -0.4412818328883009, 0
0.8806690665834241, -0.32758640762897173, -0.4848167462153024, 0
0.900970107255812, -0.23302659773338, -0.5579904921705383, 0
0.9479209402900022, -0.17898386850016496, -0.5674473192842752, 0
0.8880905041885025, -0.1341976075841672, -0.5859827291644731, 0
0.9791720639628213, -0.14117828573679814, -0.5609833787130105, 0
0.9363404733911073, -0.0601063542898255, -0.5329267747375225, 0
0.9253335687445225, 0.0376334272781389, -0.44490711896982893, 0
0.9076557072359439, 0.08659289547599142, -0.3589583179215007, 0
0.9469189014922529, 0.07791470511568853, -0.3641412235512073, 0
0.94497884215253, 0.10611252769878494, -0.42284636684651816, 0
1.0066885280478088, 0.09928390597903546, -0.3294043954302215, 0
0.9711959563948607, 0.1389094017813422, -0.3801930616795185, 0
0.8987416217125832, 0.10083980898920789, -0.4288900687352265, 0
0.9118696573197634, 0.17392922180321269, -0.4389932200544995, 0
0.9234663463305206, 0.10717550032550274, -0.5261658301429808, 0
0.8647580998993296, 0.09046129208035128, -0.47341855887283374, 0
0.8290792336710967, 0.18560426929575544, -0.44661783577402553, 1
0.749145249870627, 0.19974524443658054, -0.4627613912456393, 0
0.8188021529728947, 0.23475102293663747, -0.5562528767846185, 0
0.8969537001368009, 0.14971425422237783, -0.4839463360866789, 0
0.8350239190941621, 0.0830636135957109, -0.5019635006296473, 0
0.8506669969667806, 0.1452921559187476, -0.5108581428339508, 0
0.7610847857586567, 0.14966214166099556, -0.4684259568922018, 0
0.7000776811999939, 0.08547864239818631, -0.502424482007073, 0
0.7643752883272535, 0.03760480622979406, -0.43729450673232345, 0
0.8005894772986195, 0.09965350879088475, -0.4201629611648196, 0
0.8491835166601274, 0.12868777271105852, -0.47595440066555145, 0
0.8874214142141099, 0.22739947272065553, -0.4855636933372839, 0
0.8580811653553417, 0.28725227963000427, -0.44621024739486465, -1
0.8408107182516522, 0.19301427764067836, -0.48029540683273075, 0
0.9071883679917503, 0.11223869213663379, -0.5340855895802326, 0
0.9399688690438276, 0.06287051379021477, -0.5313511055600652, 0
0.9532028727526146, 0.017649061629744944, -0.4778488498861812, 0
0.9442712056829202, 0.10004529040848287, -0.5682517890353664, 0
0.8539440627945967, 0.08699782844553498, -0.5668621666965205, 1
0.7715387443858316, 0.05412405327059357, -0.6312829681118945, 0
0.6837930150649915, -0.033939245614998545, -0.7108510784582415, 0
0.6625211523199179, 0.009033724592665618, -0.7726990451130062, 0
0.6925508765170968, 0.0391708614600275, -0.6932095878563256, 0
0.7796800219953772, -0.037271320285452894, -0.6348397734575062, 1
0.7230602554080884, 0.0037321006551172403, -0.5931374773443164, 0
0.6539832371468449, 0.05202804193087425, -0.5795816601496138, 0
0.591424362750667, 0.02203023671293247, -0.5461643401195178, 0
0.5290066578736126, 0.09627913314208769, -0.49357824270162504, 0
0.5568289150116219, 0.134080152303739, -0.5812198963809321, 0
0.5504362062404018, 0.0949427349577347, -0.5178544742452054, 0
0.5235081174520998, 0.1917113018223973, -0.5766371726493835, 0
0.5517067666202153, 0.17078162486134396, -0.5180356113622652, -1
0.5207580467687083, 0.23715718822862875, -0.43744725193232786, 0
0.5691861440702767, 0.1408008975091426, -0.3415097585240803, 0
0.5604270382455765, 0.1591484705253826, -0.27208730030891415, 0
0.5460151311437682, 0.20105804734188254, -0.1829340846675399, 0
0.5166404274915958, 0.21663213298314393, -0.2800785368830253, 0
0.43755934095342247, 0.29208567889724957, -0.3481557284447903, 0
0.4240935871557058, 0.25465159945907334, -0.2629458509995807, 0
0.48916944409699403, 0.24905395851283466, -0.3555394806414137, -1
0.4371651179654876, 0.19808223840256403, -0.31497633641889705, 0
0.37826522486462394, 0.10576627002776715, -0.22189314687110281, 0
0.310268183732174, 0.12312938303740104, -0.20235120832460995, 0
0.3192689471849104, 0.07051264039815441, -0.15541876992980097, 0
0.3186624830978484, 0.11701964514625307, -0.25493469685005643, 0
0.3610215848772757, 0.12918632837328164, -0.23786072985347764, 0
0.4061610045791061, 0.08644929770033037, -0.14893929178529733, 0
0.42339968333920863, 0.07942716853750259, -0.09998481419496213, 0
0.4971324150585918, 0.14897116040291164, -0.10093317689760758, 0
0.5373368965676409, 0.0684129293083867, -0.06877728286359244, 0
0.4736196996590234, 0.15015055771134683, -0.1409042793185063, 1
0.4400969092384586, 0.23309422427748638, -0.21258774611759884, -1
0.38290733609855054, 0.19509346596630506, -0.11858384515746467, 0
0.3152540976705357, 0.2648790436580375, -0.058830897192063164, 0
0.36883109282571813, 0.19052309642141438, -0.02864393622178804, 0
0.33722047602636795, 0.20050377146771625, -0.06414834262918724, 0
0.3666369664092005, 0.10537633343548158, -0.011485488849126771, 0
0.34683901691912344, 0.0971195304664687, -0.08607460478549613, 0
0.4022756203091825, 0.1277043327558012, -0.07135640457023561, 0
0.47400001778961, 0.12508115599092398, 0.019097481225277033, 0
0.5254973797744443, 0.08765367799417359, 0.05409606891574954, 0
0.5010101109228695, 0.10197461750697144, 0.07769687387336266, 0
0.44093955632065274, 0.02027146719347775, -0.021236418445028535, 0
0.5191996253894458, 0.11708241280639145, -0.09272408192936396, 0
0.4449686375329423, 0.10720794928775546, -0.1653631997425568, 0
0.3901810310760312, 0.01904606862400926, -0.2343327275835831, 1
0.4204960570016561, 0.053128572801949464, -0.2986093803323847, 0
0.44210035542137294, 0.13615360062808513, -0.24204881913865298, 0
0.48667430437733594, 0.06062817505803246, -0.21974183689280274, 0
0.4052104993426247, 0.1045430926353197, -0.1589111813208586, 0
0.40820750997707544, 0.15924164898492388, -0.1959850681156793, 0
0.32709011018477274, 0.1963901645354249, -0.15044151394941888, 0
0.30308208671062736, 0.11528822026702268, -0.21039739891992004, 1
0.39280820883662143, 0.18452971293541975, -0.19702897809387573, 0
0.47202338978401626, 0.18768413294299474, -0.11925867666767134, 0
0.4945941952064667, 0.19529686383512854, -0.101960565050339, 0
0.5735432394872165, 0.2443531957785252, -0.03930500756463505, 1
0.4783999420898438, 0.32379559164199545, -0.035663962175736266, 1
0.4476191147935008, 0.3896664921312375, -0.016351222609460855, 0
0.4750378537192117, 0.4561804891370427, 0.04603570519522514, 0
0.47634796080411695, 0.50513710368093, 0.03174032791950404, 1
0.567565562822553, 0.5762271717447918, -0.0016038524754586336, 0
0.4728338138619228, 0.47983805802988333, -0.025251312854767727, -1
0.49217758739519774, 0.5132473114674129, -0.014347808684273308, -1
0.48305253442355234, 0.46519231335776395, -0.0814955770424365, 0
0.4236377268494669, 0.44665891796152013, -0.08099893866683858, 0
0.3867212908569482, 0.5454949595568932, -0.06860774289329796, 1
0.35036960797377514, 0.45527139038385966, 0.019409540227424665, 0
0.3946200618969343, 0.3893002454865674, 0.009342108123159248, 0
0.44848795299077515, 0.3371320583699771, -0.013502058930807095, -1
0.4227032356162521, 0.328132629486391, 0.06438447998575793, 0
0.33209187884370706, 0.4101518112236703, -0.03441055368700573, 0
0.34473708630887845, 0.4906620161487769, 0.0006473339388802096, 0
0.36720212866424196, 0.5535096176596573, 0.06631337833841895, 0
0.4589926318136924, 0.6366821578158238, 0.13359790346941008, 0
0.4552198536489737, 0.5942082122273941, 0.08057898497146607, 0
0.44208695054785213, 0.5133854319212161, 0.08503113026078354, 0
0.3762740354279154, 0.4679440491182846, 0.02043274649931595, 0
0.4368263302313752, 0.45751316802582315, 0.004101212186860381, 0
0.3629784157215589, 0.49700802579936143, 0.09650364038556083, 0
0.4243040616541161, 0.40582972842022536, 0.12873018546511775, 0
0.37942813044153073, 0.3206913812710834, 0.21033116044138458, 0
0.46835227541712154, 0.24750470768032254, 0.24033772730770284, -1
0.5532421030740683, 0.1578578707157269, 0.291310491475628, 0
0.6176370495333702, 0.07297305167379411, 0.2120546125075278, 0
0.7055454794560422, -0.0011102903106652018, 0.22315781966806314, 0
0.654155848881891, -0.09912831589297191, 0.198840813063789, 0
0.740644050708451, -0.1833875635283876, 0.14355450973375758, 0
0.6688745889293642, -0.13332489358625743, 0.14468139824746434, 0
0.7534503139512028, -0.08122596156496345, 0.18736064512699802, 0
0.8115529418409548, -0.169726229611068, 0.20425597343706098, 0
0.8438339243167746, -0.10387974767290978, 0.21085945620076652, -1
0.8978328849438973, -0.12694984810600957, 0.12968646186205762, 1
0.8184009503150131, -0.1246075605082026, 0.12732786622027312, 0
0.8744437492892325, -0.20395696214604214, 0.11331899701080936, 0
0.9164656711855688, -0.16187402237561097, 0.1883640364056616, 0
0.9040100296272319, -0.21914209217254935, 0.20826032144050782, 0
0.9360058175870593, -0.16412210927311338, 0.17237815840616294, 0
0.8542620716233809, -0.21834717461242475, 0.1351978408328477, 0
0.9152460294107196, -0.3027342466229703, 0.2117748332969059, 0
0.9753522354275268, -0.30873864634838993, 0.29581841400565034, 0
0.9001892120929987, -0.3422051574644351, 0.2350949732694823, 0
0.8489525410009149, -0.38299431970339604, 0.23839405712397493, 0
0.8263402146234126, -0.3293920814340634, 0.14441927250285191, 0
0.7648743311304329, -0.4117897443743265, 0.1562281618539528, 0
0.8021296373270766, -0.45686901794712365, 0.08571734982076287, 0
0.8867391888593396, -0.5510613090206511, 0.11115542285831256, 0
0.8927415021323002, -0.5621578174789158, 0.12805244722736636, 0
0.9341011098826281, -0.46656889391017287, 0.21830117761843337, 0
0.8551051688253191, -0.49565305811495003, 0.1464447571826492, 0
0.9088405988238462, -0.5171260222094489, 0.1048087856032138, 1
0.9311314339185486, -0.43102414212064444, 0.024065873804723456, 0
0.9446935841448858, -0.3747995566292457, 0.0747308842559239, 0
0.8794381450779873, -0.3894751582670515, 0.13571276496485773, -1
0.8694509641445666, -0.41760085776340694, 0.21782887836782122, 0
0.8592803719203421, -0.35465317016485787, 0.17910716478020436, 0
0.897593377084217, -0.34231206991599034, 0.10394381050478327, 0
0.8278721656304472, -0.3760962767726355, 0.0966561211237954, 1
0.9040803605993084, -0.278599497198575, 0.013703454714967783, 1
1.0033487631959215, -0.23108624433322258, 0.06395733498537429, 0
0.9670043510428736, -0.18382475014563812, 0.05792850234285707, -1
0.9062461970355368, -0.22174182835316578, 0.13063023527332204, 0
0.9040419647437538, -0.23538381997321906, 0.21184627855471233, 0
0.914441966987391, -0.23763319142144101, 0.1491151800995089, 0
0.8474309130844517, -0.14209681538939256, 0.20640037454186616, 0
0.9371385067240225, -0.17271550670590508, 0.17735620006208208, 0
0.9126518336439948, -0.10413288492462405, 0.17360295622434696, 0
1.0025879996182092, -0.19468734299322446, 0.12513696800034518, 1
0.9810977838506585, -0.28419625838320905, 0.05783761783513111, 0
0.9511249648378123, -0.32866738091769926, 0.07448174998445262, 0
0.9984693729792081, -0.24807646229894087, -0.007045508276208687, 0
0.9692016357296606, -0.29205361842174415, 0.05867507269843507, 0
1.0178990405016104, -0.261784866882007, 0.05834271449000064, -1
0.9437702121579292, -0.22126857664537564, 0.07468216362991505, 0
1.0213737829475964, -0.2913242313857152, 0.12426345169035789, 0
0.95501867014517, -0.2073321024499364, 0.1649184351426764, 0
0.8793252826412026, -0.13470177987734683, 0.06567786949155968, 0
0.83041708317229, -0.10146379699455177, -0.014613296620156507, 0
0.8957691626492523, -0.038853482511518767, 0.05605821215154416, 0
0.8980552167974187, 0.02809090874515796, 0.04113673582587954, 0
0.96334559774667, -0.027993628134548088, 0.00820894751776273, 0
0.8650601100737474, 0.02596736644007966, 0.09474881661143668, 0
0.8823809466793816, 0.10227151735344803, 0.028204360353566563, -1
0.8252310402196238, 0.17617553250317733, 0.023971836140013608, 0
0.8151004674770275, 0.2299272918681401, 0.09159832186844513, 0
0.9122498227044851, 0.3014960044555564, 0.11260183436776273, -1
1.0094681797608709, 0.2923445301995273, 0.20407669728077277, -1
1.0204048435158017, 0.3562289142279859, 0.21126903734527508, 0
1.0897660589453797, 0.32236689735531815, 0.11755438422319667, 0
1.1554930715154839, 0.3037515641484217, 0.16265661399330475, 0
1.1388904301987466, 0.3778748686982753, 0.10009889677654772, 0
1.1120001756023203, 0.4749810577589517, 0.19977297813758466, 0
1.042098742510572, 0.5276757087147338, 0.1361657079489182, 1
1.0497406469917556, 0.4439180501819625, 0.12064787993813916, -1
0.956310983926362, 0.5014942842182133, 0.061924834564989956, 0
0.9087181387864455, 0.40552426703048167, 0.04064611062877438, 0
0.8237574386446335, 0.5037823169029624, -0.03588398675303463, 0
0.923696436713953, 0.5261091301786572, -0.1322547552688294, 0
0.8603357391065964, 0.4717216646584756, -0.1544101153296049, 0
0.8379723398353358, 0.3926627622988533, -0.09628631790207981, 0
0.8633104458483286, 0.4331936536517435, -0.18147791134914032, 0
0.818416046317647, 0.4418821032797422, -0.24807934111517407, 0
0.7441871901358524, 0.41625248686220234, -0.33934879195980716, 0
0.6483649814444286, 0.4036660391105857, -0.3645948761103381, 0
0.5694606526170793, 0.33313694580366426, -0.4266730363431194, 0
0.624200475250624, 0.3516597152561858, -0.47032313207306714, 0
0.6532122142619178, 0.397315875879748, -0.5465824394370172, 0
0.6178861573951809, 0.4382369589229781, -0.59028268998647, 1
0.6056576133409414, 0.4847999789672254, -0.5877351029145669, 1
0.698344649070921, 0.5114645544749101, -0.6810022800053317, 0
0.7530705357863463, 0.5584941941486954, -0.7714204530419002, 0
0.8142158810720156, 0.5575877908000912, -0.796057436466783, 0
0.839105744347544, 0.5747144601126103, -0.7933806236572588, 0
0.8686869312048591, 0.6674193058420916, -0.7517585707614397, 0
0.9135609325911589, 0.5935493450720708, -0.7210600508909495, 0
0.967502589180814, 0.6723371967558234, -0.7890521086135454, 0
1.0585966683853356, 0.6772414479596086, -0.8425207080612687, 0
0.9976220315472571, 0.5946009295847199, -0.9401720155874941, 0
1.090513752845508, 0.5107300533133771, -0.8625411349617718, 0
1.0647937149445739, 0.44884843084269677, -0.9327417285742857, 0
1.130510585494982, 0.5120121553304273, -0.8711448389379344, -1
1.0848763251257394, 0.6119928477826752, -0.7715247100779894, 0
1.0774409397939142, 0.5617040944772321, -0.8278464029905243, 0
1.0020515809528427, 0.6205074453670896, -0.9066610700450837, 0
0.9694699128863334, 0.5374160966828483, -0.9341928587512843, 0
1.0132683687173416, 0.4698601544399332, -0.9497487370797943, 0
0.929739438632038, 0.4057515787350283, -0.9365337415750613, 0
0.9828586147007861, 0.38701586276167965, -0.9993250061751957, 0
0.9192356934714663, 0.3532744505219941, -1.0369629369671904, -1
0.8929629444272564, 0.26764792769060963, -1.0184537681751458, 0
0.8845353565889326, 0.18543913099232945, -0.9709110551443607, 0
0.7924633541898336, 0.2630369856230017, -0.9788419181978323, 0
0.8398060457196426, 0.3566315974150173, -0.9585383725310949, 0
0.9306744125330425, 0.42675284972361427, -1.0537359763188323, 0
0.9323095658636706, 0.39082984780066676, -0.978658893645469, 1
0.9569493327234658, 0.31941056886081104, -1.0781753772878733, 0
1.0357581147857031, 0.3706462287855222, -0.9824751601537108, 0
1.1039662240219261, 0.27149586226574285, -0.9344770617043286, 0
1.0949130419944062, 0.3314286897848042, -0.8559348953987869, 0
1.142799680634066, 0.3738684183811038, -0.8738320151103537, -1
1.0800364781718448, 0.3298127016553577, -0.9678394781798073, 0
1.132466929721067, 0.2354995475187429, -1.0649669008689355, 0
1.1244759854419657, 0.18291148333592103, -1.1493103764051291, 0
1.1915869806739443, 0.114991224481028, -1.1440625175344117, 1
1.1040339276673714, 0.18054402939770883, -1.0789793958741967, 0
1.0879100810486646, 0.23232576603505115, -1.085708180305185, 0
1.1637545034390284, 0.1967969273354087, -1.0567122336477606, 0
1.170240444307829, 0.19820587559629022, -1.1019865324130875, 0
1.240669630460844, 0.22633437164919418, -1.0124879934280189, 0
1.2968554115465998, 0.1998111517619791, -1.015647225787358, 0
1.2251107527269853, 0.21510769828617846, -1.0109026963371066, 0
1.1515556716219253, 0.23551250266123874, -1.0216589255352453, 0
1.113613052109972, 0.29437686076292713, -0.9302959059650837, 0
1.0770108741495283, 0.2250753549251447, -1.0284583856460279, 1
1.120514381755589, 0.17809138948773146, -1.1178969297169479, 0
1.0400704264101241, 0.1288706796789705, -1.2013699119427093, 0
1.1126617578009141, 0.06250358598864258, -1.1140059906157884, 0
1.1015810400984802, -0.01598771231083984, -1.18904853644016, 0
1.1922635357931184, 0.06673043348713825, -1.0955717558612112, 0
1.205442942996105, 0.1123016290773734, -1.035134882633907, -1
1.2158489410559334, 0.17486138636219142, -1.0655955355401814, 0
1.2998121910731455, 0.2510479375497454, -1.124211872073931, 1
1.2536344727277116, 0.2511402434059809, -1.0457372517114576, 0
1.3459847553845699, 0.3370095199479577, -0.9691814846036488, 0
1.2644662313777684, 0.2478703761669267, -0.952945797705168, 0
1.3218795099965681, 0.24498548368996897, -0.970885543698736, -1
1.3252900924081805, 0.16537477273542167, -0.8713794094364936, 0
1.262823996248256, 0.25100100175950796, -0.9267371516681671, 0
1.30803733019202, 0.1604219174010897, -0.9024575713012771, 0
1.3895698665809937, 0.252233774726606, -0.806103069376994, 0
1.4329433997175216, 0.29295152912505124, -0.7976909246569366, 0
1.5060026138617457, 0.23639107827136688, -0.7907232027388085, 0
1.4892698911569475, 0.2452131778707674, -0.8217284008130031, 0
1.55512754267666, 0.31579782264430556, -0.804826215766994, 0
1.5644111482913272, 0.24371257879035568, -0.8237791496459503, 0
1.564512377494465, 0.22031235786649758, -0.9121890435868227, 0
1.6072239242826516, 0.3032966621160174, -0.9775718522633852, 0
1.5849044488503385, 0.2136367643843241, -0.8798504927724144, 0
1.5004847318984869, 0.1294825672992866, -0.8672860384140892, 0
1.5224547477603314, 0.0598940707896394, -0.9636378565634794, 0
1.5012188172897951, 0.0450012830584553, -1.0227157603368893, 0
1.4817499327893324, 0.0006197810498129452, -1.0653039083098506, 0
1.4539506707109997, 0.08583108150251093, -0.9738767938900239, 0
1.4601244267698803, 0.06370878788253155, -0.9013211986962992, 0
1.3940687240218936, 0.04144577485565576, -0.837747586017741, 0
1.375422618021483, 0.029003804020564808, -0.863835659099285, 0
